Chromium project contributions from 01/November/2017 to 30/November/2017

Overall
Contributor,November 2017
chromium.org,7240
google.com,832
samsung.com,103
opera.com,77
intel.com,61
lge.com,57
gmail.com,46
igalia.com,20
yandex-team.ru,18
vewd.com,16

Chromium
Contributor,November 2017
chromium.org,6443
google.com,493
samsung.com,103
opera.com,77
lge.com,57
intel.com,57
gmail.com,30
igalia.com,19
yandex-team.ru,18
vewd.com,13
mips.com,4
arm.com,4
eyeo.com,3
ca.ibm.com,3
yannic-bonenberger.com,2
tencent.com,2
navercorp.com,2
mwiacek.com,2
yoav.ws,1
sogou-inc.com,1
nvidia.com,1
neverware.com,1
inf.u-szeged.hu,1
huawei.com,1
akamai.com,1

Skia
Contributor,November 2017
google.com,304
chromium.org,162
skia.org,14

V8
Contributor,November 2017
chromium.org,591
google.com,35
arm.com,12
gmail.com,11
mips.com,9
ca.ibm.com,8
intel.com,4
vewd.com,3
rt-rk.com,1
npmjs.com,1
mozilla.com,1
imgtec.com,1
igalia.com,1
addaleax.net,1

WebGL
Contributor,November 2017
gmail.com,5
alum.mit.edu,5
greggman.com,1

WebGPU
Contributor,November 2017
chromium.org,44
