ChromeOS project contributions from 01/Mars/2019 to 31/Mars/2019

Overall
Contributor,Mars 2019
intel.com,5186
chromium.org,4271
gmail.com,4240
amd.com,3041
google.com,2507
collabora.com,2006
redhat.com,1545
linaro.org,1070
kernel.org,1047
arm.com,999

Project: chromite
Contributor,Mars 2019
chromium.org,84
google.com,48

Project: chromite/infra/proto
Contributor,Mars 2019
chromium.org,54
google.com,2

Project: chromite/third_party/pyelftools
Contributor,Mars 2019
chromium.org,1

Project: docs
Contributor,Mars 2019
chromium.org,8
google.com,5
collab.net,3

Project: infra/ci_results_archiver
Contributor,Mars 2019
chromium.org,1

Project: infra/dummies/general-sandbox
Contributor,Mars 2019
chromium.org,2

Project: infra/go
Contributor,Mars 2019
chromium.org,69
google.com,7

Project: infra/logstock
Contributor,Mars 2019
chromium.org,1

Project: infra/lucifer
Contributor,Mars 2019
chromium.org,1

Project: infra/recipes
Contributor,Mars 2019
chromium.org,127
google.com,10

Project: infra/skylab_inventory
Contributor,Mars 2019
chromium.org,3

Project: infra/suite_scheduler
Contributor,Mars 2019
google.com,11
chromium.org,8

Project: infra/test_analyzer
Contributor,Mars 2019
chromium.org,1

Project: infra_virtualenv
Contributor,Mars 2019
google.com,1
chromium.org,1

Project: manifest
Contributor,Mars 2019
chromium.org,8
google.com,3

Project: src/aosp/external/bsdiff
Contributor,Mars 2019
google.com,5

Project: src/aosp/external/libchrome
Contributor,Mars 2019
chromium.org,2

Project: src/aosp/external/minijail
Contributor,Mars 2019
google.com,32
sony.com,4

Project: src/aosp/frameworks/ml
Contributor,Mars 2019
google.com,116
intel.com,1

Project: src/aosp/frameworks/native
Contributor,Mars 2019
google.com,394

Project: src/aosp/system/core/base
Contributor,Mars 2019
google.com,10

Project: src/aosp/system/core/libbacktrace
Contributor,Mars 2019
google.com,1

Project: src/aosp/system/core/libcutils
Contributor,Mars 2019
google.com,3

Project: src/aosp/system/core/liblog
Contributor,Mars 2019
google.com,1

Project: src/aosp/system/libhidl
Contributor,Mars 2019
google.com,40

Project: src/aosp/system/update_engine
Contributor,Mars 2019
chromium.org,16
google.com,2

Project: src/chromium/depot_tools
Contributor,Mars 2019
chromium.org,12
google.com,5

Project: src/chromium/src/buildtools
Contributor,Mars 2019
chromium.org,8
google.com,1

Project: src/chromium/src/buildtools/clang_format/script
Contributor,Mars 2019
vmiklos,1
sbc,1

Project: src/chromium/src/tools/md_browser
Contributor,Mars 2019
google.com,1

Project: src/overlays
Contributor,Mars 2019
chromium.org,62
google.com,31
quanta.corp-partner.google.com,6
intel.com,4
compal.corp-partner.google.com,4
pegatron.corp-partner.google.com,2
amd.com,2
samsung.corp-partner.google.com,1
samsung.com,1

Project: src/platform/assets
Contributor,Mars 2019
google.com,1
chromium.org,1

Project: src/platform/audiotest
Contributor,Mars 2019
chromium.org,2

Project: src/platform/battery_updater
Contributor,Mars 2019
chromium.org,1

Project: src/platform/bisect-kit
Contributor,Mars 2019
chromium.org,8

Project: src/platform/bmpblk
Contributor,Mars 2019
chromium.org,1

Project: src/platform/bootcache
Contributor,Mars 2019
chromium.org,1

Project: src/platform/chameleon
Contributor,Mars 2019
google.com,6
emersion.fr,3
chromium.org,1

