company,commits,date
alum.mit.edu,4,December 2018
alum.mit.edu,1,January 2019
alum.mit.edu,1,February 2019
alum.mit.edu,1,March 2019
alum.mit.edu,1,April 2019
alum.mit.edu,1,May 2019
alum.mit.edu,0,June 2019
alum.mit.edu,0,July 2019
alum.mit.edu,0,August 2019
alum.mit.edu,0,September 2019
alum.mit.edu,3,October 2019
alum.mit.edu,0,November 2019
nvidia.com,3,January 2015
nvidia.com,6,February 2015
nvidia.com,13,March 2015
nvidia.com,16,April 2015
nvidia.com,1,May 2015
nvidia.com,14,June 2015
nvidia.com,6,July 2015
nvidia.com,2,August 2015
nvidia.com,5,September 2015
nvidia.com,1,October 2015
nvidia.com,9,November 2015
nvidia.com,3,December 2015
nvidia.com,0,January 2016
nvidia.com,2,February 2016
nvidia.com,5,March 2016
nvidia.com,2,April 2016
nvidia.com,1,May 2016
nvidia.com,1,June 2016
nvidia.com,7,July 2016
nvidia.com,1,August 2016
nvidia.com,0,September 2016
nvidia.com,1,October 2016
nvidia.com,1,November 2016
nvidia.com,1,December 2016
nvidia.com,0,January 2017
nvidia.com,0,February 2017
nvidia.com,0,March 2017
nvidia.com,0,April 2017
nvidia.com,1,May 2017
nvidia.com,1,June 2017
nvidia.com,2,July 2017
nvidia.com,0,August 2017
nvidia.com,0,September 2017
nvidia.com,0,October 2017
nvidia.com,0,November 2017
nvidia.com,0,December 2017
nvidia.com,0,January 2018
nvidia.com,0,February 2018
nvidia.com,0,March 2018
nvidia.com,0,April 2018
nvidia.com,0,May 2018
nvidia.com,0,June 2018
nvidia.com,2,July 2018
nvidia.com,0,August 2018
nvidia.com,0,September 2018
nvidia.com,0,October 2018
nvidia.com,0,November 2018
nvidia.com,0,December 2018
nvidia.com,0,January 2019
nvidia.com,0,February 2019
nvidia.com,0,March 2019
nvidia.com,0,April 2019
nvidia.com,0,May 2019
nvidia.com,0,June 2019
nvidia.com,0,July 2019
nvidia.com,0,August 2019
nvidia.com,0,September 2019
nvidia.com,0,October 2019
nvidia.com,0,November 2019
intel.com,3,January 2015
intel.com,0,February 2015
intel.com,8,March 2015
intel.com,13,April 2015
intel.com,0,May 2015
intel.com,5,June 2015
intel.com,3,July 2015
intel.com,8,August 2015
intel.com,17,September 2015
intel.com,0,October 2015
intel.com,10,November 2015
intel.com,23,December 2015
intel.com,4,January 2016
intel.com,20,February 2016
intel.com,30,March 2016
intel.com,19,April 2016
intel.com,15,May 2016
intel.com,39,June 2016
intel.com,35,July 2016
intel.com,17,August 2016
intel.com,31,September 2016
intel.com,11,October 2016
intel.com,12,November 2016
intel.com,9,December 2016
intel.com,18,January 2017
intel.com,2,February 2017
intel.com,0,March 2017
intel.com,5,April 2017
intel.com,2,May 2017
intel.com,2,June 2017
intel.com,0,July 2017
intel.com,1,August 2017
intel.com,0,September 2017
intel.com,0,October 2017
intel.com,0,November 2017
intel.com,1,December 2017
intel.com,0,January 2018
intel.com,0,February 2018
intel.com,0,March 2018
intel.com,0,April 2018
intel.com,1,May 2018
intel.com,0,June 2018
intel.com,0,July 2018
intel.com,0,August 2018
intel.com,0,September 2018
intel.com,1,October 2018
intel.com,1,November 2018
intel.com,1,December 2018
intel.com,0,January 2019
intel.com,0,February 2019
intel.com,1,March 2019
intel.com,5,April 2019
intel.com,5,May 2019
intel.com,0,June 2019
intel.com,0,July 2019
intel.com,0,August 2019
intel.com,0,September 2019
intel.com,0,October 2019
intel.com,0,November 2019
