company,commits,date
chromium.org,3802,January 2015
chromium.org,4216,February 2015
chromium.org,4066,March 2015
chromium.org,4083,April 2015
chromium.org,3883,May 2015
chromium.org,4279,June 2015
chromium.org,3966,July 2015
chromium.org,4458,August 2015
chromium.org,5367,September 2015
chromium.org,4859,October 2015
chromium.org,4241,November 2015
chromium.org,4205,December 2015
chromium.org,4663,January 2016
chromium.org,5020,February 2016
chromium.org,5253,March 2016
chromium.org,5717,April 2016
chromium.org,5382,May 2016
chromium.org,5493,June 2016
chromium.org,4873,July 2016
chromium.org,6023,August 2016
chromium.org,5619,September 2016
chromium.org,5842,October 2016
chromium.org,5658,November 2016
chromium.org,4954,December 2016
chromium.org,5676,January 2017
chromium.org,5592,February 2017
chromium.org,6599,March 2017
chromium.org,6443,April 2017
chromium.org,6936,May 2017
chromium.org,6750,June 2017
chromium.org,5849,July 2017
chromium.org,6634,August 2017
chromium.org,5365,September 2017
chromium.org,6363,October 2017
chromium.org,6509,November 2017
chromium.org,4793,December 2017
chromium.org,5755,January 2018
chromium.org,4964,February 2018
chromium.org,3581,March 2018
chromium.org,6043,April 2018
chromium.org,6613,May 2018
chromium.org,6412,June 2018
chromium.org,5722,July 2018
chromium.org,6382,August 2018
chromium.org,5173,September 2018
chromium.org,6282,October 2018
chromium.org,5719,November 2018
chromium.org,4232,December 2018
chromium.org,6029,January 2019
chromium.org,5453,February 2019
chromium.org,6258,March 2019
chromium.org,5815,April 2019
chromium.org,6367,May 2019
chromium.org,6412,June 2019
chromium.org,5778,July 2019
chromium.org,5879,August 2019
chromium.org,5434,September 2019
chromium.org,6228,October 2019
chromium.org,5544,November 2019
chromium.org,4569,December 2019
chromium.org,6394,January 2020
chromium.org,6622,February 2020
chromium.org,5714,March 2020
google.com,151,January 2015
google.com,118,February 2015
google.com,123,March 2015
google.com,130,April 2015
google.com,118,May 2015
google.com,150,June 2015
google.com,186,July 2015
google.com,284,August 2015
google.com,186,September 2015
google.com,196,October 2015
google.com,211,November 2015
google.com,230,December 2015
google.com,240,January 2016
google.com,156,February 2016
google.com,199,March 2016
google.com,161,April 2016
google.com,143,May 2016
google.com,199,June 2016
google.com,289,July 2016
google.com,318,August 2016
google.com,188,September 2016
google.com,152,October 2016
google.com,186,November 2016
google.com,171,December 2016
google.com,205,January 2017
google.com,178,February 2017
google.com,188,March 2017
google.com,177,April 2017
google.com,284,May 2017
google.com,449,June 2017
google.com,689,July 2017
google.com,958,August 2017
google.com,617,September 2017
google.com,536,October 2017
google.com,493,November 2017
google.com,402,December 2017
google.com,493,January 2018
google.com,419,February 2018
google.com,404,March 2018
google.com,611,April 2018
google.com,642,May 2018
google.com,791,June 2018
google.com,692,July 2018
google.com,911,August 2018
google.com,661,September 2018
google.com,717,October 2018
google.com,812,November 2018
google.com,571,December 2018
google.com,739,January 2019
google.com,641,February 2019
google.com,845,March 2019
google.com,952,April 2019
google.com,902,May 2019
google.com,791,June 2019
google.com,956,July 2019
google.com,1137,August 2019
google.com,951,September 2019
google.com,1017,October 2019
google.com,1020,November 2019
google.com,1049,December 2019
google.com,988,January 2020
google.com,1153,February 2020
google.com,1239,March 2020
intel.com,42,January 2015
intel.com,35,February 2015
intel.com,36,March 2015
intel.com,33,April 2015
intel.com,48,May 2015
intel.com,28,June 2015
intel.com,47,July 2015
intel.com,45,August 2015
intel.com,57,September 2015
intel.com,65,October 2015
intel.com,63,November 2015
intel.com,86,December 2015
intel.com,71,January 2016
intel.com,39,February 2016
intel.com,47,March 2016
intel.com,53,April 2016
intel.com,52,May 2016
intel.com,63,June 2016
intel.com,74,July 2016
intel.com,56,August 2016
intel.com,87,September 2016
intel.com,90,October 2016
intel.com,75,November 2016
intel.com,64,December 2016
intel.com,60,January 2017
intel.com,88,February 2017
intel.com,78,March 2017
intel.com,74,April 2017
intel.com,71,May 2017
intel.com,53,June 2017
intel.com,59,July 2017
intel.com,67,August 2017
intel.com,52,September 2017
intel.com,70,October 2017
intel.com,55,November 2017
intel.com,41,December 2017
intel.com,70,January 2018
intel.com,50,February 2018
intel.com,43,March 2018
intel.com,35,April 2018
intel.com,49,May 2018
intel.com,54,June 2018
intel.com,35,July 2018
intel.com,44,August 2018
intel.com,40,September 2018
intel.com,43,October 2018
intel.com,36,November 2018
intel.com,36,December 2018
intel.com,34,January 2019
intel.com,36,February 2019
intel.com,57,March 2019
intel.com,39,April 2019
intel.com,64,May 2019
intel.com,54,June 2019
intel.com,71,July 2019
intel.com,30,August 2019
intel.com,30,September 2019
intel.com,38,October 2019
intel.com,49,November 2019
intel.com,37,December 2019
intel.com,31,January 2020
intel.com,16,February 2020
intel.com,16,March 2020
microsoft.com,0,January 2015
microsoft.com,0,February 2015
microsoft.com,0,March 2015
microsoft.com,1,April 2015
microsoft.com,0,May 2015
microsoft.com,0,June 2015
microsoft.com,0,July 2015
microsoft.com,0,August 2015
microsoft.com,0,September 2015
microsoft.com,0,October 2015
microsoft.com,0,November 2015
microsoft.com,0,December 2015
microsoft.com,0,January 2016
microsoft.com,0,February 2016
microsoft.com,0,March 2016
microsoft.com,1,April 2016
microsoft.com,0,May 2016
microsoft.com,0,June 2016
microsoft.com,0,July 2016
microsoft.com,0,August 2016
microsoft.com,0,September 2016
microsoft.com,0,October 2016
microsoft.com,0,November 2016
microsoft.com,0,December 2016
microsoft.com,0,January 2017
microsoft.com,0,February 2017
microsoft.com,0,March 2017
microsoft.com,,April 2017
microsoft.com,0,May 2017
microsoft.com,0,June 2017
microsoft.com,0,July 2017
microsoft.com,0,August 2017
microsoft.com,0,September 2017
microsoft.com,0,October 2017
microsoft.com,0,November 2017
microsoft.com,0,December 2017
microsoft.com,0,January 2018
microsoft.com,0,February 2018
microsoft.com,0,March 2018
microsoft.com,,April 2018
microsoft.com,0,May 2018
microsoft.com,0,June 2018
microsoft.com,0,July 2018
microsoft.com,0,August 2018
microsoft.com,0,September 2018
microsoft.com,4,October 2018
microsoft.com,13,November 2018
microsoft.com,8,December 2018
microsoft.com,27,January 2019
microsoft.com,53,February 2019
microsoft.com,104,March 2019
microsoft.com,84,April 2019
microsoft.com,125,May 2019
microsoft.com,117,June 2019
microsoft.com,169,July 2019
microsoft.com,178,August 2019
microsoft.com,181,September 2019
microsoft.com,247,October 2019
microsoft.com,132,November 2019
microsoft.com,108,December 2019
microsoft.com,142,January 2020
microsoft.com,143,February 2020
microsoft.com,154,March 2020
igalia.com,0,January 2015
igalia.com,0,February 2015
igalia.com,1,March 2015
igalia.com,0,April 2015
igalia.com,0,May 2015
igalia.com,1,June 2015
igalia.com,0,July 2015
igalia.com,1,August 2015
igalia.com,9,September 2015
igalia.com,11,October 2015
igalia.com,8,November 2015
igalia.com,7,December 2015
igalia.com,11,January 2016
igalia.com,10,February 2016
igalia.com,13,March 2016
igalia.com,20,April 2016
igalia.com,17,May 2016
igalia.com,12,June 2016
igalia.com,11,July 2016
igalia.com,10,August 2016
igalia.com,29,September 2016
igalia.com,29,October 2016
igalia.com,26,November 2016
igalia.com,10,December 2016
igalia.com,20,January 2017
igalia.com,40,February 2017
igalia.com,30,March 2017
igalia.com,25,April 2017
igalia.com,23,May 2017
igalia.com,13,June 2017
igalia.com,5,July 2017
igalia.com,12,August 2017
igalia.com,9,September 2017
igalia.com,11,October 2017
igalia.com,19,November 2017
igalia.com,15,December 2017
igalia.com,34,January 2018
igalia.com,11,February 2018
igalia.com,14,March 2018
igalia.com,26,April 2018
igalia.com,43,May 2018
igalia.com,41,June 2018
igalia.com,45,July 2018
igalia.com,57,August 2018
igalia.com,84,September 2018
igalia.com,93,October 2018
igalia.com,113,November 2018
igalia.com,55,December 2018
igalia.com,201,January 2019
igalia.com,324,February 2019
igalia.com,384,March 2019
igalia.com,213,April 2019
igalia.com,165,May 2019
igalia.com,41,June 2019
igalia.com,345,July 2019
igalia.com,328,August 2019
igalia.com,465,September 2019
igalia.com,393,October 2019
igalia.com,284,November 2019
igalia.com,318,December 2019
igalia.com,203,January 2020
igalia.com,150,February 2020
igalia.com,157,March 2020
arm.com,0,January 2015
arm.com,0,February 2015
arm.com,0,March 2015
arm.com,0,April 2015
arm.com,0,May 2015
arm.com,0,June 2015
arm.com,0,July 2015
arm.com,0,August 2015
arm.com,0,September 2015
arm.com,0,October 2015
arm.com,0,November 2015
arm.com,0,December 2015
arm.com,0,January 2016
arm.com,0,February 2016
arm.com,0,March 2016
arm.com,0,April 2016
arm.com,0,May 2016
arm.com,0,June 2016
arm.com,0,July 2016
arm.com,0,August 2016
arm.com,0,September 2016
arm.com,1,October 2016
arm.com,6,November 2016
arm.com,4,December 2016
arm.com,1,January 2017
arm.com,0,February 2017
arm.com,0,March 2017
arm.com,2,April 2017
arm.com,0,May 2017
arm.com,1,June 2017
arm.com,2,July 2017
arm.com,3,August 2017
arm.com,3,September 2017
arm.com,0,October 2017
arm.com,4,November 2017
arm.com,2,December 2017
arm.com,1,January 2018
arm.com,4,February 2018
arm.com,0,March 2018
arm.com,0,April 2018
arm.com,0,May 2018
arm.com,0,June 2018
arm.com,0,July 2018
arm.com,3,August 2018
arm.com,2,September 2018
arm.com,2,October 2018
arm.com,6,November 2018
arm.com,0,December 2018
arm.com,1,January 2019
arm.com,3,February 2019
arm.com,5,March 2019
arm.com,3,April 2019
arm.com,12,May 2019
arm.com,0,June 2019
arm.com,3,July 2019
arm.com,8,August 2019
arm.com,1,September 2019
arm.com,2,October 2019
arm.com,4,November 2019
arm.com,4,December 2019
arm.com,3,January 2020
arm.com,1,February 2020
arm.com,3,March 2020
ibm.com,0,January 2015
ibm.com,0,February 2015
ibm.com,0,March 2015
ibm.com,0,April 2015
ibm.com,0,May 2015
ibm.com,0,June 2015
ibm.com,0,July 2015
ibm.com,0,August 2015
ibm.com,0,September 2015
ibm.com,0,October 2015
ibm.com,0,November 2015
ibm.com,0,December 2015
ibm.com,0,January 2016
ibm.com,0,February 2016
ibm.com,0,March 2016
ibm.com,0,April 2016
ibm.com,0,May 2016
ibm.com,0,June 2016
ibm.com,0,July 2016
ibm.com,0,August 2016
ibm.com,2,September 2016
ibm.com,1,October 2016
ibm.com,0,November 2016
ibm.com,0,December 2016
ibm.com,0,January 2017
ibm.com,0,February 2017
ibm.com,1,March 2017
ibm.com,1,April 2017
ibm.com,2,May 2017
ibm.com,0,June 2017
ibm.com,0,July 2017
ibm.com,0,August 2017
ibm.com,0,September 2017
ibm.com,0,October 2017
ibm.com,3,November 2017
ibm.com,0,December 2017
ibm.com,0,January 2018
ibm.com,4,February 2018
ibm.com,0,March 2018
ibm.com,0,April 2018
ibm.com,0,May 2018
ibm.com,0,June 2018
ibm.com,1,July 2018
ibm.com,0,August 2018
ibm.com,1,September 2018
ibm.com,1,October 2018
ibm.com,0,November 2018
ibm.com,0,December 2018
ibm.com,0,January 2019
ibm.com,0,February 2019
ibm.com,0,March 2019
ibm.com,0,April 2019
ibm.com,0,May 2019
ibm.com,0,June 2019
ibm.com,0,July 2019
ibm.com,0,August 2019
ibm.com,1,September 2019
ibm.com,0,October 2019
ibm.com,0,November 2019
ibm.com,0,December 2019
ibm.com,0,December 2019,
ibm.com,0,January 2020,
ibm.com,0,February 2020,
ibm.com,0,March 2020,
opera.com,42,January 2015
opera.com,34,February 2015
opera.com,35,March 2015
opera.com,18,April 2015
opera.com,19,May 2015
opera.com,27,June 2015
opera.com,17,July 2015
opera.com,21,August 2015
opera.com,126,September 2015
opera.com,103,October 2015
opera.com,191,November 2015
opera.com,133,December 2015
opera.com,153,January 2016
opera.com,164,February 2016
opera.com,116,March 2016
opera.com,201,April 2016
opera.com,192,May 2016
opera.com,106,June 2016
opera.com,50,July 2016
opera.com,69,August 2016
opera.com,96,September 2016
opera.com,87,October 2016
opera.com,101,November 2016
opera.com,99,December 2016
opera.com,83,January 2017
opera.com,75,February 2017
opera.com,128,March 2017
opera.com,55,April 2017
opera.com,58,May 2017
opera.com,45,June 2017
opera.com,116,July 2017
opera.com,53,August 2017
opera.com,113,September 2017
opera.com,122,October 2017
opera.com,77,November 2017
opera.com,77,December 2017
opera.com,83,January 2018
opera.com,62,February 2018
opera.com,44,March 2018
opera.com,40,April 2018
opera.com,37,May 2018
opera.com,65,June 2018
opera.com,88,July 2018
opera.com,54,August 2018
opera.com,89,September 2018
opera.com,95,October 2018
opera.com,45,November 2018
opera.com,31,December 2018
opera.com,46,January 2019
opera.com,75,February 2019
opera.com,60,March 2019
opera.com,34,April 2019
opera.com,29,May 2019
opera.com,65,June 2019
opera.com,68,July 2019
opera.com,36,August 2019
opera.com,68,September 2019
opera.com,50,October 2019
opera.com,24,November 2019
opera.com,31,December 2019
opera.com,19,January 2020
opera.com,52,February 2020
opera.com,42,March 2020
amazon.com,8,January 2015
amazon.com,7,February 2015
amazon.com,5,March 2015
amazon.com,18,April 2015
amazon.com,4,May 2015
amazon.com,4,June 2015
amazon.com,3,July 2015
amazon.com,9,August 2015
amazon.com,3,September 2015
amazon.com,1,October 2015
amazon.com,3,November 2015
amazon.com,3,December 2015
amazon.com,3,January 2016
amazon.com,4,February 2016
amazon.com,6,March 2016
amazon.com,5,April 2016
amazon.com,6,May 2016
amazon.com,5,June 2016
amazon.com,7,July 2016
amazon.com,5,August 2016
amazon.com,7,September 2016
amazon.com,11,October 2016
amazon.com,2,November 2016
amazon.com,1,December 2016
amazon.com,0,January 2017
amazon.com,3,February 2017
amazon.com,6,March 2017
amazon.com,1,April 2017
amazon.com,3,May 2017
amazon.com,2,June 2017
amazon.com,0,July 2017
amazon.com,1,August 2017
amazon.com,0,September 2017
amazon.com,2,October 2017
amazon.com,0,November 2017
amazon.com,0,December 2017
amazon.com,2,January 2018
amazon.com,2,February 2018
amazon.com,4,March 2018
amazon.com,4,April 2018
amazon.com,2,May 2018
amazon.com,1,June 2018
amazon.com,3,July 2018
amazon.com,1,August 2018
